abv,icpsr,state,district,year,rep,dem,other,total
ME,2,MAINE,1,1972,135388,85028,NA,220416
ME,2,MAINE,2,1972,121120,75556,NA,196676
MD,52,MARYLAND,1,1972,106539,42257,NA,148796
MD,52,MARYLAND,2,1972,135329,62755,NA,198084
MD,52,MARYLAND,3,1972,111007,53981,NA,164988
MD,52,MARYLAND,4,1972,107379,44937,NA,152316
MD,52,MARYLAND,5,1972,83579,63821,NA,147400
MD,52,MARYLAND,6,1972,125878,52346,NA,178224
MD,52,MARYLAND,7,1972,32369,89041,NA,121410
MD,52,MARYLAND,8,1972,127225,96643,NA,223868
MA,3,MASSACHUSETTS,1,1972,102513,107528,NA,210041
MA,3,MASSACHUSETTS,2,1972,88652,95348,NA,184000
MA,3,MASSACHUSETTS,3,1972,83423,98449,NA,181872
MA,3,MASSACHUSETTS,4,1972,92341,116100,NA,208441
MA,3,MASSACHUSETTS,5,1972,106658,120470,NA,227128
MA,3,MASSACHUSETTS,6,1972,104027,116157,NA,220184
MA,3,MASSACHUSETTS,7,1972,91607,122026,NA,213633
MA,3,MASSACHUSETTS,8,1972,65660,127868,NA,193528
MA,3,MASSACHUSETTS,9,1972,68748,100720,NA,169468
MA,3,MASSACHUSETTS,10,1972,100844,102368,NA,203212
MA,3,MASSACHUSETTS,11,1972,86139,112397,NA,198536
MA,3,MASSACHUSETTS,12,1972,121406,113109,NA,234515
MI,23,MICHIGAN,1,1972,22815,137732,NA,160547
MI,23,MICHIGAN,2,1972,106155,85093,NA,191248
MI,23,MICHIGAN,3,1972,118023,71608,NA,189631
MI,23,MICHIGAN,4,1972,116712,55846,NA,172558
MI,23,MICHIGAN,5,1972,117832,75224,NA,193056
MI,23,MICHIGAN,6,1972,115810,80875,NA,196685
MI,23,MICHIGAN,7,1972,90776,76745,NA,167521
MI,23,MICHIGAN,8,1972,106524,65422,NA,171946
MI,23,MICHIGAN,9,1972,130463,64561,NA,195024
MI,23,MICHIGAN,10,1972,119706,66980,NA,186686
MI,23,MICHIGAN,11,1972,117006,86548,NA,203554
MI,23,MICHIGAN,12,1972,112291,61288,NA,173579
MI,23,MICHIGAN,13,1972,20561,104556,NA,125117
MI,23,MICHIGAN,14,1972,85618,57045,NA,142663
MI,23,MICHIGAN,15,1972,94812,61803,NA,156615
MI,23,MICHIGAN,16,1972,95564,82219,NA,177783
MI,23,MICHIGAN,17,1972,118347,77659,NA,196006
MI,23,MICHIGAN,18,1972,115552,68193,NA,183745
MI,23,MICHIGAN,19,1972,122205,57144,NA,179349
MN,33,MINNESOTA,1,1972,122634,82155,NA,204789
MN,33,MINNESOTA,2,1972,129432,88633,NA,218065
MN,33,MINNESOTA,3,1972,129587,89281,NA,218868
MN,33,MINNESOTA,4,1972,95201,107924,NA,203125
MN,33,MINNESOTA,5,1972,92951,116090,NA,209041
MN,33,MINNESOTA,6,1972,114196,102231,NA,216427
MN,33,MINNESOTA,7,1972,118727,100410,NA,219137
MN,33,MINNESOTA,8,1972,95536,115622,NA,211158
MS,46,MISSISSIPPI,1,1972,92680,23058,NA,115738
MS,46,MISSISSIPPI,2,1972,84346,24633,NA,108979
MS,46,MISSISSIPPI,3,1972,110710,28941,NA,139651
MS,46,MISSISSIPPI,4,1972,101007,32496,NA,133503
MS,46,MISSISSIPPI,5,1972,116382,17654,NA,134036
MO,34,MISSOURI,1,1972,45765,101307,NA,147072
MO,34,MISSOURI,2,1972,127123,75564,NA,202687
MO,34,MISSOURI,3,1972,102959,73362,NA,176321
MO,34,MISSOURI,4,1972,131874,60472,NA,192346
MO,34,MISSOURI,5,1972,80553,71527,NA,152080
MO,34,MISSOURI,6,1972,134977,65754,NA,200731
MO,34,MISSOURI,7,1972,153239,57616,NA,210855
MO,34,MISSOURI,8,1972,124585,58036,NA,182621
MO,34,MISSOURI,9,1972,129159,69218,NA,198377
MO,34,MISSOURI,10,1972,111777,57754,NA,169531
MT,64,MONTANA,1,1972,92166,65384,NA,157550
MT,64,MONTANA,2,1972,73146,55007,NA,128153
NE,35,NEBRASKA,1,1972,133282,66001,NA,199283
NE,35,NEBRASKA,2,1972,124791,56204,NA,180995
NE,35,NEBRASKA,3,1972,148142,47750,NA,195892
NV,65,NEVADA,1,1972,115750,66016,NA,181766
NH,4,NEW HAMPSHIRE,1,1972,111167,54375,NA,165542
NH,4,NEW HAMPSHIRE,2,1972,102557,62060,NA,164617
NJ,12,NEW JERSEY,1,1972,112632,74821,NA,187453
NJ,12,NEW JERSEY,2,1972,138957,73018,NA,211975
NJ,12,NEW JERSEY,3,1972,133272,65028,NA,198300
NJ,12,NEW JERSEY,4,1972,102645,74902,NA,177547
NJ,12,NEW JERSEY,5,1972,139407,73268,NA,212675
NJ,12,NEW JERSEY,6,1972,130276,67191,NA,197467
NJ,12,NEW JERSEY,7,1972,150619,76583,NA,227202
NJ,12,NEW JERSEY,8,1972,111671,65125,NA,176796
NJ,12,NEW JERSEY,9,1972,146286,74851,NA,221137
NJ,12,NEW JERSEY,10,1972,46034,78416,NA,124450
NJ,12,NEW JERSEY,11,1972,128378,84859,NA,213237
NJ,12,NEW JERSEY,12,1972,130187,77367,NA,207554
NJ,12,NEW JERSEY,13,1972,141609,61509,NA,203118
NJ,12,NEW JERSEY,14,1972,104907,71098,NA,176005
NJ,12,NEW JERSEY,15,1972,118439,74752,NA,193191
NM,66,NEW MEXICO,1,1972,125326,85996,NA,211322
NM,66,NEW MEXICO,2,1972,110280,55088,NA,165368
NY,13,NEW YORK,1,1972,141383,59420,NA,200803
NY,13,NEW YORK,2,1972,123030,46695,NA,169725
NY,13,NEW YORK,3,1972,137271,68617,NA,205888
NY,13,NEW YORK,4,1972,138983,78124,NA,217107
NY,13,NEW YORK,5,1972,145996,87445,NA,233441
NY,13,NEW YORK,6,1972,140072,84480,NA,224552
NY,13,NEW YORK,7,1972,66305,93806,NA,160111
NY,13,NEW YORK,8,1972,94222,95212,NA,189434
NY,13,NEW YORK,9,1972,128699,46700,NA,175399
NY,13,NEW YORK,10,1972,103372,60343,NA,163715
NY,13,NEW YORK,11,1972,80662,75129,NA,155791
NY,13,NEW YORK,12,1972,11937,64673,NA,76610
NY,13,NEW YORK,13,1972,91690,97155,NA,188845
NY,13,NEW YORK,14,1972,45586,49825,NA,95411
NY,13,NEW YORK,15,1972,107188,51109,NA,158297
NY,13,NEW YORK,16,1972,74403,86597,NA,161000
NY,13,NEW YORK,17,1972,105543,64601,NA,170144
NY,13,NEW YORK,18,1972,82516,114237,NA,196753
NY,13,NEW YORK,19,1972,24302,106164,NA,130466
NY,13,NEW YORK,20,1972,57319,109341,NA,166660
NY,13,NEW YORK,21,1972,15293,59375,NA,74668
NY,13,NEW YORK,22,1972,67371,101683,NA,169054
NY,13,NEW YORK,23,1972,120690,76152,NA,196842
NY,13,NEW YORK,24,1972,135553,87068,NA,222621
NY,13,NEW YORK,25,1972,148003,63536,NA,211539
NY,13,NEW YORK,26,1972,133873,63450,NA,197323
NY,13,NEW YORK,27,1972,141972,81179,NA,223151
NY,13,NEW YORK,28,1972,134123,101128,NA,235251
NY,13,NEW YORK,29,1972,156842,67570,NA,224412
NY,13,NEW YORK,30,1972,122127,60180,NA,182307
NY,13,NEW YORK,31,1972,140433,61141,NA,201574
NY,13,NEW YORK,32,1972,138607,60343,NA,198950
NY,13,NEW YORK,33,1972,135504,59196,NA,194700
NY,13,NEW YORK,34,1972,130757,77699,NA,208456
NY,13,NEW YORK,35,1972,134216,70120,NA,204336
NY,13,NEW YORK,36,1972,119213,78931,NA,198144
NY,13,NEW YORK,37,1972,74998,99509,NA,174507
NY,13,NEW YORK,38,1972,132331,85221,NA,217552
NY,13,NEW YORK,39,1972,101792,51963,NA,153755
NC,47,NORTH CAROLINA,1,1972,83557,35333,NA,118890
NC,47,NORTH CAROLINA,2,1972,86006,47674,NA,133680
NC,47,NORTH CAROLINA,3,1972,79431,27878,NA,107309
NC,47,NORTH CAROLINA,4,1972,107283,47343,NA,154626
NC,47,NORTH CAROLINA,5,1972,109952,45830,NA,155782
NC,47,NORTH CAROLINA,6,1972,97946,38163,NA,136109
NC,47,NORTH CAROLINA,7,1972,71346,30409,NA,101755
NC,47,NORTH CAROLINA,8,1972,100830,37880,NA,138710
NC,47,NORTH CAROLINA,9,1972,102879,23918,NA,126797
NC,47,NORTH CAROLINA,10,1972,105093,38202,NA,143295
NC,47,NORTH CAROLINA,11,1972,110566,46095,NA,156661
ND,36,NORTH DAKOTA,1,1972,174109,100384,NA,274493
OH,24,OHIO,1,1972,111925,57516,NA,169441
OH,24,OHIO,2,1972,127655,61676,NA,189331
OH,24,OHIO,3,1972,88701,63890,NA,152591
OH,24,OHIO,4,1972,120089,49780,NA,169869
OH,24,OHIO,5,1972,118678,62332,NA,181010
OH,24,OHIO,6,1972,118484,49892,NA,168376
OH,24,OHIO,7,1972,106807,52240,NA,159047
OH,24,OHIO,8,1972,104889,47638,NA,152527
OH,24,OHIO,9,1972,83768,87151,NA,170919
OH,24,OHIO,10,1972,119083,58831,NA,177914
OH,24,OHIO,11,1972,104236,63864,NA,168100
OH,24,OHIO,12,1972,128129,61644,NA,189773
OH,24,OHIO,13,1972,98505,68481,NA,166986
OH,24,OHIO,14,1972,88384,94320,NA,182704
OH,24,OHIO,15,1972,119846,65381,NA,185227
OH,24,OHIO,16,1972,113402,61173,NA,174575
OH,24,OHIO,17,1972,111545,50374,NA,161919
OH,24,OHIO,18,1972,111800,72581,NA,184381
OH,24,OHIO,19,1972,96607,88500,NA,185107
OH,24,OHIO,20,1972,79056,74041,NA,153097
OH,24,OHIO,21,1972,27661,101276,NA,128937
OH,24,OHIO,22,1972,119412,90689,NA,210101
OH,24,OHIO,23,1972,131709,71361,NA,203070
OK,53,OKLAHOMA,1,1972,133381,35199,NA,168580
OK,53,OKLAHOMA,2,1972,126446,46648,NA,173094
OK,53,OKLAHOMA,3,1972,113281,47962,NA,161243
OK,53,OKLAHOMA,4,1972,107548,37542,NA,145090
OK,53,OKLAHOMA,5,1972,126859,39955,NA,166814
OK,53,OKLAHOMA,6,1972,150998,39712,NA,190710
OR,72,OREGON,1,1972,137345,101616,NA,238961
OR,72,OREGON,2,1972,123857,81195,NA,205052
OR,72,OREGON,3,1972,106955,115283,NA,222238
OR,72,OREGON,4,1972,117977,94456,NA,212433
PA,14,PENNSYLVANIA,1,1972,77078,107549,NA,184627
PA,14,PENNSYLVANIA,2,1972,39889,121786,NA,161675
PA,14,PENNSYLVANIA,3,1972,74829,86379,NA,161208
PA,14,PENNSYLVANIA,4,1972,131066,100940,NA,232006
PA,14,PENNSYLVANIA,5,1972,131393,58454,NA,189847
PA,14,PENNSYLVANIA,6,1972,114537,66807,NA,181344
PA,14,PENNSYLVANIA,7,1972,133151,73432,NA,206583
PA,14,PENNSYLVANIA,8,1972,118601,64330,NA,182931
PA,14,PENNSYLVANIA,9,1972,114144,40131,NA,154275
PA,14,PENNSYLVANIA,10,1972,125686,71105,NA,196791
PA,14,PENNSYLVANIA,11,1972,113556,68764,NA,182320
PA,14,PENNSYLVANIA,12,1972,112694,64049,NA,176743
PA,14,PENNSYLVANIA,13,1972,135464,77715,NA,213179
PA,14,PENNSYLVANIA,14,1972,86912,95687,NA,182599
PA,14,PENNSYLVANIA,15,1972,99664,65557,NA,165221
PA,14,PENNSYLVANIA,16,1972,115651,37223,NA,152874
PA,14,PENNSYLVANIA,17,1972,119178,48205,NA,167383
PA,14,PENNSYLVANIA,18,1972,125938,74949,NA,200887
PA,14,PENNSYLVANIA,19,1972,115528,45769,NA,161297
PA,14,PENNSYLVANIA,20,1972,108506,83576,NA,192082
PA,14,PENNSYLVANIA,21,1972,99366,73049,NA,172415
PA,14,PENNSYLVANIA,22,1972,95927,72157,NA,168084
PA,14,PENNSYLVANIA,23,1972,105463,54138,NA,159601
PA,14,PENNSYLVANIA,24,1972,107785,69394,NA,177179
PA,14,PENNSYLVANIA,25,1972,103715,67926,NA,171641
RI,5,RHODE ISLAND,1,1972,107156,98881,NA,206037
RI,5,RHODE ISLAND,2,1972,113072,94935,NA,208007
SC,48,SOUTH CAROLINA,1,1972,73480,33488,NA,106968
SC,48,SOUTH CAROLINA,2,1972,85637,37756,NA,123393
SC,48,SOUTH CAROLINA,3,1972,84401,24723,NA,109124
SC,48,SOUTH CAROLINA,4,1972,77547,19702,NA,97249
SC,48,SOUTH CAROLINA,5,1972,78994,32044,NA,111038
SC,48,SOUTH CAROLINA,6,1972,76985,36846,NA,113831
SD,37,SOUTH DAKOTA,1,1972,80576,76932,NA,157508
SD,37,SOUTH DAKOTA,2,1972,85900,62013,NA,147913
TN,54,TENNESSEE,1,1972,113840,31200,NA,145040
TN,54,TENNESSEE,2,1972,112505,40799,NA,153304
TN,54,TENNESSEE,3,1972,108187,41430,NA,149617
TN,54,TENNESSEE,4,1972,82879,44719,NA,127598
TN,54,TENNESSEE,5,1972,89046,53175,NA,142221
TN,54,TENNESSEE,6,1972,104742,39799,NA,144541
TN,54,TENNESSEE,7,1972,105072,34241,NA,139313
TN,54,TENNESSEE,8,1972,96876,71930,NA,168806
TX,49,TEXAS,1,1972,99658,41763,NA,141421
TX,49,TEXAS,2,1972,98598,47499,NA,146097
TX,49,TEXAS,3,1972,136195,39892,NA,176087
TX,49,TEXAS,4,1972,107025,36730,NA,143755
TX,49,TEXAS,5,1972,98434,43360,NA,141794
TX,49,TEXAS,6,1972,107759,43773,NA,151532
TX,49,TEXAS,7,1972,107655,24069,NA,131724
TX,49,TEXAS,8,1972,63861,53672,NA,117533
TX,49,TEXAS,9,1972,84903,57699,NA,142602
TX,49,TEXAS,10,1972,103675,71652,NA,175327
TX,49,TEXAS,11,1972,90802,40234,NA,131036
TX,49,TEXAS,12,1972,73669,45183,NA,118852
TX,49,TEXAS,13,1972,118004,37575,NA,155579
TX,49,TEXAS,14,1972,83780,55365,NA,139145
TX,49,TEXAS,15,1972,64410,53083,NA,117493
TX,49,TEXAS,16,1972,75221,41962,NA,117183
TX,49,TEXAS,17,1972,104249,37811,NA,142060
TX,49,TEXAS,18,1972,34173,62954,NA,97127
TX,49,TEXAS,19,1972,145504,34307,NA,179811
TX,49,TEXAS,20,1972,36907,56713,NA,93620
TX,49,TEXAS,21,1972,121423,38093,NA,159516
TX,49,TEXAS,22,1972,94187,52395,NA,146582
TX,49,TEXAS,23,1972,71812,44358,NA,116170
TX,49,TEXAS,24,1972,54150,91867,NA,146017
UT,67,UTAH,1,1972,166517,50225,NA,216742
UT,67,UTAH,2,1972,157126,76059,NA,233185
VT,6,VERMONT,1,1972,117149,68174,NA,185323
VA,40,VIRGINIA,1,1972,95400,43069,NA,138469
VA,40,VIRGINIA,2,1972,73728,35107,NA,108835
VA,40,VIRGINIA,3,1972,117472,44566,NA,162038
VA,40,VIRGINIA,4,1972,85780,45346,NA,131126
VA,40,VIRGINIA,5,1972,101546,39194,NA,140740
VA,40,VIRGINIA,6,1972,104443,35356,NA,139799
VA,40,VIRGINIA,7,1972,104720,39691,NA,144411
VA,40,VIRGINIA,8,1972,94715,46870,NA,141585
VA,40,VIRGINIA,9,1972,95065,44540,NA,139605
VA,40,VIRGINIA,10,1972,115664,65148,NA,180812
WA,73,WASHINGTON,1,1972,137563,97967,NA,235530
WA,73,WASHINGTON,2,1972,121349,75728,NA,197077
WA,73,WASHINGTON,3,1972,112130,82747,NA,194877
WA,73,WASHINGTON,4,1972,112728,77042,NA,189770
WA,73,WASHINGTON,5,1972,126627,72966,NA,199593
WA,73,WASHINGTON,6,1972,115377,75698,NA,191075
WA,73,WASHINGTON,7,1972,111127,85891,NA,197018
WV,56,WEST VIRGINIA,1,1972,126902,70735,NA,197637
WV,56,WEST VIRGINIA,2,1972,124917,66597,NA,191514
WV,56,WEST VIRGINIA,3,1972,122907,74219,NA,197126
WV,56,WEST VIRGINIA,4,1972,110238,65884,NA,176122
WI,25,WISCONSIN,1,1972,111281,77321,NA,188602
WI,25,WISCONSIN,2,1972,108506,111508,NA,220014
WI,25,WISCONSIN,3,1972,122445,85348,NA,207793
WI,25,WISCONSIN,4,1972,96755,99537,NA,196292
WI,25,WISCONSIN,5,1972,71196,97596,NA,168792
WI,25,WISCONSIN,6,1972,114461,85778,NA,200239
WI,25,WISCONSIN,7,1972,110826,98230,NA,209056
WI,25,WISCONSIN,8,1972,122672,76912,NA,199584
WI,25,WISCONSIN,9,1972,131288,77944,NA,209232
WY,68,WYOMING,1,1972,100464,44358,NA,144822
AL,41,ALABAMA,1,1976,83622,81012,NA,164634
AL,41,ALABAMA,2,1976,75528,88208,NA,163736
AL,41,ALABAMA,3,1976,63819,93776,NA,157595
AL,41,ALABAMA,4,1976,66263,124601,NA,190864
AL,41,ALABAMA,5,1976,50039,106191,NA,156230
AL,41,ALABAMA,6,1976,90928,70995,NA,161923
AL,41,ALABAMA,7,1976,71799,93693,NA,165492
AK,81,ALASKA,1,1976,71555,44058,NA,115613
AZ,61,ARIZONA,1,1976,99375,62632,NA,162007
AZ,61,ARIZONA,2,1976,91113,85224,NA,176337
AZ,61,ARIZONA,3,1976,111116,74467,NA,185583
AZ,61,ARIZONA,4,1976,116475,72578,NA,189053
AR,42,ARKANSAS,1,1976,52491,120799,NA,173290
AR,42,ARKANSAS,2,1976,60457,126790,NA,187247
AR,42,ARKANSAS,3,1976,99178,128322,NA,227500
AR,42,ARKANSAS,4,1976,55777,122693,NA,178470
CA,71,CALIFORNIA,1,1976,106842,110186,NA,217028
CA,71,CALIFORNIA,2,1976,106197,111043,NA,217240
CA,71,CALIFORNIA,3,1976,98706,110313,NA,209019
CA,71,CALIFORNIA,4,1976,76230,96028,NA,172258
CA,71,CALIFORNIA,5,1976,95721,94329,NA,190050
CA,71,CALIFORNIA,6,1976,62223,83668,NA,145891
CA,71,CALIFORNIA,7,1976,95241,104664,NA,199905
CA,71,CALIFORNIA,8,1976,79368,115361,NA,194729
CA,71,CALIFORNIA,9,1976,72063,91871,NA,163934
CA,71,CALIFORNIA,10,1976,65121,92239,NA,157360
CA,71,CALIFORNIA,11,1976,94646,85027,NA,179673
CA,71,CALIFORNIA,12,1976,103233,89818,NA,193051
CA,71,CALIFORNIA,13,1976,108664,91620,NA,200284
CA,71,CALIFORNIA,14,1976,92163,92328,NA,184491
CA,71,CALIFORNIA,15,1976,66972,81797,NA,148769
CA,71,CALIFORNIA,16,1976,97003,95482,NA,192485
CA,71,CALIFORNIA,17,1976,87145,75605,NA,162750
CA,71,CALIFORNIA,18,1976,89166,70093,NA,159259
CA,71,CALIFORNIA,19,1976,98614,95297,NA,193911
CA,71,CALIFORNIA,20,1976,129113,86610,NA,215723
CA,71,CALIFORNIA,21,1976,73773,80681,NA,154454
CA,71,CALIFORNIA,22,1976,115685,71648,NA,187333
CA,71,CALIFORNIA,23,1976,106129,119138,NA,225267
CA,71,CALIFORNIA,24,1976,74042,93650,NA,167692
CA,71,CALIFORNIA,25,1976,30106,52234,NA,82340
CA,71,CALIFORNIA,26,1976,108532,66151,NA,174683
CA,71,CALIFORNIA,27,1976,125254,82854,NA,208108
CA,71,CALIFORNIA,28,1976,42792,104135,NA,146927
CA,71,CALIFORNIA,29,1976,19596,83291,NA,102887
CA,71,CALIFORNIA,30,1976,46152,69424,NA,115576
CA,71,CALIFORNIA,31,1976,38052,72775,NA,110827
CA,71,CALIFORNIA,32,1976,58147,72386,NA,130533
CA,71,CALIFORNIA,33,1976,99127,75709,NA,174836
CA,71,CALIFORNIA,34,1976,112251,84977,NA,197228
CA,71,CALIFORNIA,35,1976,90929,72664,NA,163593
CA,71,CALIFORNIA,36,1976,64801,82538,NA,147339
CA,71,CALIFORNIA,37,1976,101935,84725,NA,186660
CA,71,CALIFORNIA,38,1976,85873,67994,NA,153867
CA,71,CALIFORNIA,39,1976,131577,73263,NA,204840
CA,71,CALIFORNIA,40,1976,167203,79649,NA,246852
CA,71,CALIFORNIA,41,1976,122469,90795,NA,213264
CA,71,CALIFORNIA,42,1976,62460,69939,NA,132399
CA,71,CALIFORNIA,43,1976,159790,106706,NA,266496
CO,62,COLORADO,1,1976,93723,93764,NA,187487
CO,62,COLORADO,2,1976,137501,100538,NA,238039
CO,62,COLORADO,3,1976,88106,84783,NA,172889
CO,62,COLORADO,4,1976,130713,93021,NA,223734
CO,62,COLORADO,5,1976,124534,82313,NA,206847
CT,1,CONNECTICUT,1,1976,108585,120874,NA,229459
CT,1,CONNECTICUT,2,1976,110616,111161,NA,221777
CT,1,CONNECTICUT,3,1976,121685,105602,NA,227287
CT,1,CONNECTICUT,4,1976,118716,91058,NA,209774
CT,1,CONNECTICUT,5,1976,133654,104081,NA,237735
CT,1,CONNECTICUT,6,1976,126005,115119,NA,241124
DE,11,DELAWARE,1,1976,109780,122559,NA,232339
FL,43,FLORIDA,1,1976,91674,89170,NA,180844
FL,43,FLORIDA,2,1976,71806,120425,NA,192231
FL,43,FLORIDA,3,1976,48756,87760,NA,136516
FL,43,FLORIDA,4,1976,100991,115332,NA,216323
FL,43,FLORIDA,5,1976,126229,125649,NA,251878
FL,43,FLORIDA,6,1976,118337,115795,NA,234132
FL,43,FLORIDA,7,1976,74570,88612,NA,163182
FL,43,FLORIDA,8,1976,103271,93597,NA,196868
FL,43,FLORIDA,9,1976,95392,82809,NA,178201
FL,43,FLORIDA,10,1976,146879,122899,NA,269778
FL,43,FLORIDA,11,1976,130829,128416,NA,259245
FL,43,FLORIDA,12,1976,97867,112477,NA,210344
FL,43,FLORIDA,13,1976,65888,130805,NA,196693
FL,43,FLORIDA,14,1976,58863,76357,NA,135220
FL,43,FLORIDA,15,1976,91053,108295,NA,199348
GA,44,GEORGIA,1,1976,49282,88992,NA,138274
GA,44,GEORGIA,2,1976,39456,88250,NA,127706
GA,44,GEORGIA,3,1976,36878,82639,NA,119517
GA,44,GEORGIA,4,1976,70912,94920,NA,165832
GA,44,GEORGIA,5,1976,47204,98102,NA,145306
GA,44,GEORGIA,6,1976,51181,106430,NA,157611
GA,44,GEORGIA,7,1976,56820,102093,NA,158913
GA,44,GEORGIA,8,1976,37348,110789,NA,148137
GA,44,GEORGIA,9,1976,48169,117461,NA,165630
GA,44,GEORGIA,10,1976,46493,89733,NA,136226
HI,82,HAWAII,1,1976,67234,65337,NA,132571
HI,82,HAWAII,2,1976,72769,82018,NA,154787
ID,63,IDAHO,1,1976,101793,68459,NA,170252
ID,63,IDAHO,2,1976,102358,58090,NA,160448
IL,21,ILLINOIS,1,1976,13817,130882,NA,144699
IL,21,ILLINOIS,2,1976,28498,137384,NA,165882
IL,21,ILLINOIS,3,1976,121448,88240,NA,209688
IL,21,ILLINOIS,4,1976,131038,80530,NA,211568
IL,21,ILLINOIS,5,1976,57147,113899,NA,171046
IL,21,ILLINOIS,6,1976,116398,78144,NA,194542
IL,21,ILLINOIS,7,1976,21836,91956,NA,113792
IL,21,ILLINOIS,8,1976,43152,100266,NA,143418
IL,21,ILLINOIS,9,1976,77057,105493,NA,182550
IL,21,ILLINOIS,10,1976,138449,89608,NA,228057
IL,21,ILLINOIS,11,1976,111064,103637,NA,214701
IL,21,ILLINOIS,12,1976,157389,70460,NA,227849
IL,21,ILLINOIS,13,1976,109215,64623,NA,173838
IL,21,ILLINOIS,14,1976,168314,68222,NA,236536
IL,21,ILLINOIS,15,1976,115849,78766,NA,194615
IL,21,ILLINOIS,16,1976,108790,76448,NA,185238
IL,21,ILLINOIS,17,1976,110999,88195,NA,199194
IL,21,ILLINOIS,18,1976,113592,88371,NA,201963
IL,21,ILLINOIS,19,1976,105234,90524,NA,195758
IL,21,ILLINOIS,20,1976,99738,89300,NA,189038
IL,21,ILLINOIS,21,1976,106554,85545,NA,192099
IL,21,ILLINOIS,22,1976,111465,104967,NA,216432
IL,21,ILLINOIS,23,1976,69486,100616,NA,170102
IL,21,ILLINOIS,24,1976,109391,127696,NA,237087
IN,22,INDIANA,1,1976,68428,108388,NA,176816
IN,22,INDIANA,2,1976,132805,83381,NA,216186
IN,22,INDIANA,3,1976,98139,84017,NA,182156
IN,22,INDIANA,4,1976,118239,79908,NA,198147
IN,22,INDIANA,5,1976,119475,89307,NA,208782
IN,22,INDIANA,6,1976,113083,80098,NA,193181
IN,22,INDIANA,7,1976,111589,100362,NA,211951
IN,22,INDIANA,8,1976,110108,110693,NA,220801
IN,22,INDIANA,9,1976,101335,105561,NA,206896
IN,22,INDIANA,10,1976,105448,86375,NA,191823
IN,22,INDIANA,11,1976,104572,86916,NA,191488
IA,31,IOWA,1,1976,105060,104675,NA,209735
IA,31,IOWA,2,1976,103383,101530,NA,204913
IA,31,IOWA,3,1976,108563,101443,NA,210006
IA,31,IOWA,4,1976,98765,116438,NA,215203
IA,31,IOWA,5,1976,107605,103483,NA,211088
IA,31,IOWA,6,1976,109482,92362,NA,201844
KS,32,KANSAS,1,1976,106533,91355,NA,197888
KS,32,KANSAS,2,1976,97156,78881,NA,176037
KS,32,KANSAS,3,1976,110892,79674,NA,190566
KS,32,KANSAS,4,1976,89201,85681,NA,174882
KS,32,KANSAS,5,1976,95763,92164,NA,187927
KY,51,KENTUCKY,1,1976,55462,110686,NA,166148
KY,51,KENTUCKY,2,1976,65476,81529,NA,147005
KY,51,KENTUCKY,3,1976,63690,79407,NA,143097
KY,51,KENTUCKY,4,1976,104266,77963,NA,182229
KY,51,KENTUCKY,5,1976,97001,73330,NA,170331
KY,51,KENTUCKY,6,1976,77765,88195,NA,165960
KY,51,KENTUCKY,7,1976,66890,104213,NA,171103
LA,45,LOUISIANA,1,1976,78928,83061,NA,161989
LA,45,LOUISIANA,2,1976,54014,67964,NA,121978
LA,45,LOUISIANA,3,1976,92277,76664,NA,168941
LA,45,LOUISIANA,4,1976,78365,66125,NA,144490
LA,45,LOUISIANA,5,1976,84131,81204,NA,165335
LA,45,LOUISIANA,6,1976,74781,90224,NA,165005
LA,45,LOUISIANA,7,1976,65387,101186,NA,166573
LA,45,LOUISIANA,8,1976,59137,94900,NA,154037
ME,2,MAINE,1,1976,127019,123598,NA,250617
ME,2,MAINE,2,1976,109301,108681,NA,217982
MD,52,MARYLAND,1,1976,87481,85106,NA,172587
MD,52,MARYLAND,2,1976,109176,101830,NA,211006
MD,52,MARYLAND,3,1976,78442,83341,NA,161783
MD,52,MARYLAND,4,1976,86352,86532,NA,172884
MD,52,MARYLAND,5,1976,58086,82660,NA,140746
MD,52,MARYLAND,6,1976,112380,92682,NA,205062
MD,52,MARYLAND,7,1976,22795,101341,NA,124136
MD,52,MARYLAND,8,1976,117949,126116,NA,244065
MA,3,MASSACHUSETTS,1,1976,88051,124042,NA,212093
MA,3,MASSACHUSETTS,2,1976,74953,116757,NA,191710
MA,3,MASSACHUSETTS,3,1976,80584,125450,NA,206034
MA,3,MASSACHUSETTS,4,1976,88613,117919,NA,206532
MA,3,MASSACHUSETTS,5,1976,87340,125892,NA,213232
MA,3,MASSACHUSETTS,6,1976,97834,119963,NA,217797
MA,3,MASSACHUSETTS,7,1976,86572,126935,NA,213507
MA,3,MASSACHUSETTS,8,1976,62247,117446,NA,179693
MA,3,MASSACHUSETTS,9,1976,69631,90048,NA,159679
MA,3,MASSACHUSETTS,10,1976,95210,118890,NA,214100
MA,3,MASSACHUSETTS,11,1976,80004,113549,NA,193553
MA,3,MASSACHUSETTS,12,1976,119237,132554,NA,251791
MI,23,MICHIGAN,1,1976,12618,121815,NA,134433
MI,23,MICHIGAN,2,1976,109460,90984,NA,200444
MI,23,MICHIGAN,3,1976,119812,80137,NA,199949
MI,23,MICHIGAN,4,1976,111830,77086,NA,188916
MI,23,MICHIGAN,5,1976,141655,67423,NA,209078
MI,23,MICHIGAN,6,1976,120079,84753,NA,204832
MI,23,MICHIGAN,7,1976,84998,93377,NA,178375
MI,23,MICHIGAN,8,1976,105159,84198,NA,189357
