abv,icpsr,state,district,year,rep,dem,other,total
GA,44,GEORGIA,11,1992,48026,118708,16883,183617
HI,82,HAWAII,1,1992,72156,87632,23438,183226
HI,82,HAWAII,2,1992,64635,91630,29558,185823
ID,63,IDAHO,1,1992,101787,75499,67677,244963
ID,63,IDAHO,2,1992,100858,61514,62718,225090
IL,21,ILLINOIS,1,1992,32628,214045,17195,263868
IL,21,ILLINOIS,2,1992,31730,194796,16968,243494
IL,21,ILLINOIS,3,1992,102626,108211,52892,263729
IL,21,ILLINOIS,4,1992,29091,82497,15392,126980
IL,21,ILLINOIS,5,1992,80139,124437,39153,243729
IL,21,ILLINOIS,6,1992,121863,86444,52734,261041
IL,21,ILLINOIS,7,1992,35437,184383,15952,235772
IL,21,ILLINOIS,8,1992,118714,76327,54269,249310
IL,21,ILLINOIS,9,1992,68485,155503,29314,253302
IL,21,ILLINOIS,10,1992,112401,108149,40719,261269
IL,21,ILLINOIS,11,1992,90085,108447,50200,248732
IL,21,ILLINOIS,12,1992,69850,132556,42191,244597
IL,21,ILLINOIS,13,1992,128627,88324,58125,275076
IL,21,ILLINOIS,14,1992,105698,83107,52914,241719
IL,21,ILLINOIS,15,1992,98372,107962,47259,253593
IL,21,ILLINOIS,16,1992,108949,95102,56169,260220
IL,21,ILLINOIS,17,1992,95553,124173,45566,265292
IL,21,ILLINOIS,18,1992,113656,116864,46990,277510
IL,21,ILLINOIS,19,1992,95672,131483,50665,277820
IL,21,ILLINOIS,20,1992,94532,130383,55824,280739
IN,22,INDIANA,1,1992,68403,117126,37136,222665
IN,22,INDIANA,2,1992,101341,81915,50424,233680
IN,22,INDIANA,3,1992,91708,82483,41358,215549
IN,22,INDIANA,4,1992,102779,69292,49565,221636
IN,22,INDIANA,5,1992,103118,70893,52354,226365
IN,22,INDIANA,6,1992,153280,61171,54718,269169
IN,22,INDIANA,7,1992,103700,70699,49103,223502
IN,22,INDIANA,8,1992,97070,103697,43181,243948
IN,22,INDIANA,9,1992,97441,98063,44873,240377
IN,22,INDIANA,10,1992,70458,92514,33229,196201
IA,31,IOWA,1,1992,95660,128655,52983,277298
IA,31,IOWA,2,1992,95005,120228,55279,270512
IA,31,IOWA,3,1992,96515,120495,47028,264038
IA,31,IOWA,4,1992,107745,117863,47835,273443
IA,31,IOWA,5,1992,109966,99112,50343,259421
KS,32,KANSAS,1,1992,123019,81526,85550,290095
KS,32,KANSAS,2,1992,98999,98527,75600,273126
KS,32,KANSAS,3,1992,114220,116729,75608,306557
KS,32,KANSAS,4,1992,113713,93652,75600,282965
KY,51,KENTUCKY,1,1992,96602,116637,30869,244108
KY,51,KENTUCKY,2,1992,107339,98955,33192,239486
KY,51,KENTUCKY,3,1992,105520,143824,35902,285246
KY,51,KENTUCKY,4,1992,106695,94335,40438,241468
KY,51,KENTUCKY,5,1992,95831,109591,23888,229310
KY,51,KENTUCKY,6,1992,105191,101762,39655,246608
LA,45,LOUISIANA,1,1992,155422,86886,34494,276802
LA,45,LOUISIANA,2,1992,54555,153342,13813,221710
LA,45,LOUISIANA,3,1992,105989,115406,36200,257595
LA,45,LOUISIANA,4,1992,54230,150000,16475,220705
LA,45,LOUISIANA,5,1992,127134,95048,36537,258719
LA,45,LOUISIANA,6,1992,135915,92040,35673,263628
LA,45,LOUISIANA,7,1992,100140,123248,38285,261673
ME,2,MAINE,1,1992,115697,145191,102828,363716
ME,2,MAINE,2,1992,90807,118229,103992,313028
MD,52,MARYLAND,1,1992,109039,93165,47188,249392
MD,52,MARYLAND,2,1992,121087,98267,52668,272022
MD,52,MARYLAND,3,1992,82494,136829,34973,254296
MD,52,MARYLAND,4,1992,37716,149262,14160,201138
MD,52,MARYLAND,5,1992,95356,107618,37441,240415
MD,52,MARYLAND,6,1992,125494,88196,46376,260066
MD,52,MARYLAND,7,1992,32431,159191,13009,204631
MD,52,MARYLAND,8,1992,103477,156043,35599,295119
MA,3,MASSACHUSETTS,1,1992,72246,130311,68541,271098
MA,3,MASSACHUSETTS,2,1992,76244,121750,65924,263918
MA,3,MASSACHUSETTS,3,1992,84711,122900,63596,271207
MA,3,MASSACHUSETTS,4,1992,75080,144352,63040,282472
MA,3,MASSACHUSETTS,5,1992,85260,112959,70391,268610
MA,3,MASSACHUSETTS,6,1992,96857,134424,75893,307174
MA,3,MASSACHUSETTS,7,1992,87432,150102,61965,299499
MA,3,MASSACHUSETTS,8,1992,39284,136582,25503,201369
MA,3,MASSACHUSETTS,9,1992,85981,131539,56609,274129
MA,3,MASSACHUSETTS,10,1992,101936,133776,80791,316503
MI,23,MICHIGAN,1,1992,100997,118879,65339,285215
MI,23,MICHIGAN,2,1992,127008,95342,58258,280608
MI,23,MICHIGAN,3,1992,128677,94721,52779,276177
MI,23,MICHIGAN,4,1992,103464,104709,67873,276046
MI,23,MICHIGAN,5,1992,84525,118699,60990,264214
MI,23,MICHIGAN,6,1992,97200,100683,55667,253550
MI,23,MICHIGAN,7,1992,96336,96940,62673,255949
MI,23,MICHIGAN,8,1992,103725,117654,67983,289362
MI,23,MICHIGAN,9,1992,92262,117872,55077,265211
MI,23,MICHIGAN,10,1992,115849,100587,60927,277363
MI,23,MICHIGAN,11,1992,149109,117274,50675,317058
MI,23,MICHIGAN,12,1992,115065,119055,49519,283639
MI,23,MICHIGAN,13,1992,86769,125913,42875,255557
MI,23,MICHIGAN,14,1992,28937,180007,12600,221544
MI,23,MICHIGAN,15,1992,26421,144092,8278,178791
MI,23,MICHIGAN,16,1992,97968,118079,52963,269010
MN,33,MINNESOTA,1,1992,98384,109829,75227,283440
MN,33,MINNESOTA,2,1992,98015,103447,79610,281072
MN,33,MINNESOTA,3,1992,117975,129171,79877,327023
MN,33,MINNESOTA,4,1992,79690,148046,59361,287097
MN,33,MINNESOTA,5,1992,68072,167941,52374,288387
MN,33,MINNESOTA,6,1992,101495,119847,81908,303250
MN,33,MINNESOTA,7,1992,103624,104359,63610,271593
MN,33,MINNESOTA,8,1992,80586,138357,70539,289482
MS,46,MISSISSIPPI,1,1992,101889,84555,17982,204426
MS,46,MISSISSIPPI,2,1992,66350,105052,9805,181207
MS,46,MISSISSIPPI,3,1992,116689,67645,16155,200489
MS,46,MISSISSIPPI,4,1992,102666,84089,16744,203499
MS,46,MISSISSIPPI,5,1992,100128,58905,24941,183974
MO,34,MISSOURI,1,1992,44980,161794,29586,236360
MO,34,MISSOURI,2,1992,126788,114792,73048,314628
MO,34,MISSOURI,3,1992,87406,120866,64511,272783
MO,34,MISSOURI,4,1992,96752,94951,65231,256934
MO,34,MISSOURI,5,1992,67503,134932,55763,258198
MO,34,MISSOURI,6,1992,89005,110064,75185,274254
MO,34,MISSOURI,7,1992,118817,96621,48824,264262
MO,34,MISSOURI,8,1992,89238,109858,41558,240654
MO,34,MISSOURI,9,1992,90669,109995,65032,265696
MT,64,MONTANA,1,1992,144207,154507,107225,405939
NE,35,NEBRASKA,1,1992,107092,80700,59979,247771
NE,35,NEBRASKA,2,1992,115244,78697,48652,242593
NE,35,NEBRASKA,3,1992,121342,57467,65473,244282
NV,65,NEVADA,1,1992,70586,98801,56058,225445
NV,65,NEVADA,2,1992,105242,90347,76522,272111
NH,4,NEW HAMPSHIRE,1,1992,104653,101415,61571,267639
NH,4,NEW HAMPSHIRE,2,1992,97831,107625,59766,265222
NJ,12,NEW JERSEY,1,1992,78095,118060,48157,244312
NJ,12,NEW JERSEY,2,1992,97696,101718,50870,250284
NJ,12,NEW JERSEY,3,1992,113583,114503,54989,283075
NJ,12,NEW JERSEY,4,1992,109907,105335,50768,266010
NJ,12,NEW JERSEY,5,1992,146004,99733,48666,294403
NJ,12,NEW JERSEY,6,1992,98397,110821,41646,250864
NJ,12,NEW JERSEY,7,1992,125592,115846,40708,282146
NJ,12,NEW JERSEY,8,1992,99974,107304,27797,235075
NJ,12,NEW JERSEY,9,1992,102578,122676,31527,256781
NJ,12,NEW JERSEY,10,1992,35930,125922,14854,176706
NJ,12,NEW JERSEY,11,1992,153731,97697,46418,297846
NJ,12,NEW JERSEY,12,1992,130651,121447,50477,302575
NJ,12,NEW JERSEY,13,1992,64727,95144,14911,174782
NM,66,NEW MEXICO,1,1992,81046,95677,33032,209755
NM,66,NEW MEXICO,2,1992,68754,70646,31782,171182
NM,66,NEW MEXICO,3,1992,63024,95294,27081,185399
NY,13,NEW YORK,1,1992,101160,96890,54128,252178
NY,13,NEW YORK,2,1992,92762,91430,44603,228795
NY,13,NEW YORK,3,1992,121176,126112,40450,287738
NY,13,NEW YORK,4,1992,106016,119947,30476,256439
NY,13,NEW YORK,5,1992,88586,131095,30475,250156
NY,13,NEW YORK,6,1992,27855,115253,9335,152443
NY,13,NEW YORK,7,1992,57783,91803,15118,164704
NY,13,NEW YORK,8,1992,37614,169005,12216,218835
NY,13,NEW YORK,9,1992,66917,121110,17574,205601
NY,13,NEW YORK,10,1992,19177,125206,5711,150094
NY,13,NEW YORK,11,1992,11709,104678,3916,120303
NY,13,NEW YORK,12,1992,25622,67114,5121,97857
NY,13,NEW YORK,13,1992,100761,82796,26317,209874
NY,13,NEW YORK,14,1992,53675,159750,16419,229844
NY,13,NEW YORK,15,1992,15589,124594,4726,144909
NY,13,NEW YORK,16,1992,18834,100602,4042,123478
NY,13,NEW YORK,17,1992,30133,120286,7945,158364
NY,13,NEW YORK,18,1992,94754,117937,22019,234710
NY,13,NEW YORK,19,1992,109965,104950,45088,260003
NY,13,NEW YORK,20,1992,107107,116294,37011,260412
NY,13,NEW YORK,21,1992,99094,140251,51086,290431
NY,13,NEW YORK,22,1992,116238,99988,62533,278759
NY,13,NEW YORK,23,1992,99497,92549,55902,247948
NY,13,NEW YORK,24,1992,86357,85078,54537,225972
NY,13,NEW YORK,25,1992,95476,108334,58239,262049
NY,13,NEW YORK,26,1992,91625,116525,52886,261036
NY,13,NEW YORK,27,1992,115432,90194,67721,273347
NY,13,NEW YORK,28,1992,103544,119055,48467,271066
NY,13,NEW YORK,29,1992,86732,103528,70231,260491
NY,13,NEW YORK,30,1992,68172,119115,73333,260620
NY,13,NEW YORK,31,1992,97447,82959,62325,242731
NC,47,NORTH CAROLINA,1,1992,53026,111398,18040,182464
NC,47,NORTH CAROLINA,2,1992,98516,85542,30643,214701
NC,47,NORTH CAROLINA,3,1992,89038,74639,28223,191900
NC,47,NORTH CAROLINA,4,1992,105555,126616,38854,271025
NC,47,NORTH CAROLINA,5,1992,99087,97821,30560,227468
NC,47,NORTH CAROLINA,6,1992,120684,75652,38448,234784
NC,47,NORTH CAROLINA,7,1992,70136,70664,22216,163016
NC,47,NORTH CAROLINA,8,1992,85758,81697,27019,194474
NC,47,NORTH CAROLINA,9,1992,131335,80953,36706,248994
NC,47,NORTH CAROLINA,10,1992,127067,76021,35546,238634
NC,47,NORTH CAROLINA,11,1992,104383,105064,34646,244093
NC,47,NORTH CAROLINA,12,1992,49105,127941,16936,193982
ND,36,NORTH DAKOTA,1,1992,136244,99168,71084,306496
OH,24,OHIO,1,1992,104339,104494,34531,243364
OH,24,OHIO,2,1992,146098,78957,52006,277061
OH,24,OHIO,3,1992,104414,107798,47612,259824
OH,24,OHIO,4,1992,118088,77918,58957,254963
OH,24,OHIO,5,1992,109020,87883,66648,263551
OH,24,OHIO,6,1992,100162,98768,49796,248726
OH,24,OHIO,7,1992,112517,84111,54050,250678
OH,24,OHIO,8,1992,120847,75189,59937,255973
OH,24,OHIO,9,1992,81881,118818,50155,250854
OH,24,OHIO,10,1992,92849,107460,58095,258404
OH,24,OHIO,11,1992,37880,169877,23423,231180
OH,24,OHIO,12,1992,108618,104187,46943,259748
OH,24,OHIO,13,1992,94651,101104,70624,266379
OH,24,OHIO,14,1992,81603,119144,60338,261085
OH,24,OHIO,15,1992,119355,95627,52413,267395
OH,24,OHIO,16,1992,98953,95193,60824,254970
OH,24,OHIO,17,1992,68417,133213,64936,266566
OH,24,OHIO,18,1992,87429,110494,58578,256501
OH,24,OHIO,19,1992,106950,114357,66429,287736
OK,53,OKLAHOMA,1,1992,122189,73495,52088,247772
OK,53,OKLAHOMA,2,1992,81375,96510,49107,226992
OK,53,OKLAHOMA,3,1992,77054,94763,55974,227791
OK,53,OKLAHOMA,4,1992,90467,72613,53921,217001
OK,53,OKLAHOMA,5,1992,129465,61842,59681,250988
OK,53,OKLAHOMA,6,1992,92379,73843,49106,215328
OR,72,OREGON,1,1992,99304,136630,73134,309068
OR,72,OREGON,2,1992,106839,97672,74539,279050
OR,72,OREGON,3,1992,72338,146835,58900,278073
OR,72,OREGON,4,1992,93889,123387,74447,291723
OR,72,OREGON,5,1992,103387,116790,73071,293248
PA,14,PENNSYLVANIA,1,1992,39042,149699,17021,205762
PA,14,PENNSYLVANIA,2,1992,31836,184284,14510,230630
PA,14,PENNSYLVANIA,3,1992,75474,124944,39617,240035
PA,14,PENNSYLVANIA,4,1992,76193,118701,50647,245541
PA,14,PENNSYLVANIA,5,1992,89373,78049,48093,215515
PA,14,PENNSYLVANIA,6,1992,89791,78326,50207,218324
PA,14,PENNSYLVANIA,7,1992,123954,111518,49802,285274
PA,14,PENNSYLVANIA,8,1992,99269,101630,56261,257160
PA,14,PENNSYLVANIA,9,1992,97772,66929,40204,204905
PA,14,PENNSYLVANIA,10,1992,95820,88150,46878,230848
PA,14,PENNSYLVANIA,11,1992,84203,91671,42960,218834
PA,14,PENNSYLVANIA,12,1992,72671,102777,44852,220300
PA,14,PENNSYLVANIA,13,1992,107811,119042,44280,271133
PA,14,PENNSYLVANIA,14,1992,66016,145419,38460,249895
PA,14,PENNSYLVANIA,15,1992,81349,92363,47740,221452
PA,14,PENNSYLVANIA,16,1992,109037,72719,43279,225035
PA,14,PENNSYLVANIA,17,1992,115598,73654,41103,230355
PA,14,PENNSYLVANIA,18,1992,80795,137507,46754,265056
PA,14,PENNSYLVANIA,19,1992,104258,74445,43759,222462
PA,14,PENNSYLVANIA,20,1992,69802,121815,48249,239866
PA,14,PENNSYLVANIA,21,1992,81003,105538,47923,234464
RI,5,RHODE ISLAND,1,1992,61011,107702,47733,216446
RI,5,RHODE ISLAND,2,1992,70590,105597,57312,233499
SC,48,SOUTH CAROLINA,1,1992,102194,62513,26711,191418
SC,48,SOUTH CAROLINA,2,1992,119122,82964,25592,227678
SC,48,SOUTH CAROLINA,3,1992,102458,69365,26609,198432
SC,48,SOUTH CAROLINA,4,1992,107983,65092,24136,197211
SC,48,SOUTH CAROLINA,5,1992,85971,81197,23437,190605
SC,48,SOUTH CAROLINA,6,1992,59799,118394,12322,190515
SD,37,SOUTH DAKOTA,1,1992,136718,124888,73295,334901
TN,54,TENNESSEE,1,1992,106939,75681,24230,206850
TN,54,TENNESSEE,2,1992,108109,92889,25196,226194
TN,54,TENNESSEE,3,1992,97361,97296,25789,220446
TN,54,TENNESSEE,4,1992,83922,100292,23838,208052
TN,54,TENNESSEE,5,1992,79398,112795,21531,213724
TN,54,TENNESSEE,6,1992,93036,109895,28151,231082
TN,54,TENNESSEE,7,1992,114544,91644,22486,228674
TN,54,TENNESSEE,8,1992,89533,101328,19328,210189
TN,54,TENNESSEE,9,1992,68358,151590,9400,229348
TX,49,TEXAS,1,1992,84516,85745,50499,220760
TX,49,TEXAS,2,1992,76372,91698,47167,215237
TX,49,TEXAS,3,1992,133807,58352,84088,276247
TX,49,TEXAS,4,1992,95181,65617,69626,230424
TX,49,TEXAS,5,1992,59237,70766,45033,175036
TX,49,TEXAS,6,1992,125693,67131,82671,275495
TX,49,TEXAS,7,1992,137541,52501,49201,239243
TX,49,TEXAS,8,1992,134583,55330,55343,245256
TX,49,TEXAS,9,1992,80813,98959,47418,227190
TX,49,TEXAS,10,1992,84560,128813,54304,267677
TX,49,TEXAS,11,1992,75651,66521,42365,184537
TX,49,TEXAS,12,1992,71212,75792,56564,203568
TX,49,TEXAS,13,1992,87492,73454,41189,202135
TX,49,TEXAS,14,1992,86178,78776,47097,212051
TX,49,TEXAS,15,1992,52080,80085,20072,152237
TX,49,TEXAS,16,1992,45367,65614,18779,129760
TX,49,TEXAS,17,1992,86490,73388,55834,215712
TX,49,TEXAS,18,1992,40150,118349,20382,178881
TX,49,TEXAS,19,1992,130639,50815,36068,217522
TX,49,TEXAS,20,1992,57974,81380,28966,168320
TX,49,TEXAS,21,1992,143720,70402,63276,277398
TX,49,TEXAS,22,1992,116614,63175,50732,230521
TX,49,TEXAS,23,1992,70577,72452,28846,171875
TX,49,TEXAS,24,1992,60020,73019,46811,179850
TX,49,TEXAS,25,1992,64896,85325,32489,182710
TX,49,TEXAS,26,1992,118610,52771,81502,252883
TX,49,TEXAS,27,1992,58802,78491,27391,164684
TX,49,TEXAS,28,1992,51293,94112,27200,172605
TX,49,TEXAS,29,1992,31864,54424,18440,104728
TX,49,TEXAS,30,1992,33514,98031,25078,156623
UT,67,UTAH,1,1992,115627,50622,68884,235133
UT,67,UTAH,2,1992,101169,81233,75921,258323
UT,67,UTAH,3,1992,105836,51574,58595,216005
VT,6,VERMONT,1,1992,88122,133592,65991,287705
VA,40,VIRGINIA,1,1992,120131,81826,39307,241264
VA,40,VIRGINIA,2,1992,85773,62946,30587,179306
VA,40,VIRGINIA,3,1992,48843,124857,16779,190479
VA,40,VIRGINIA,4,1992,106392,90641,31467,228500
VA,40,VIRGINIA,5,1992,104236,90769,26978,221983
VA,40,VIRGINIA,6,1992,111405,84037,29207,224649
VA,40,VIRGINIA,7,1992,154575,85357,42724,282656
VA,40,VIRGINIA,8,1992,96799,133183,28967,258949
VA,40,VIRGINIA,9,1992,93673,99099,26676,219448
VA,40,VIRGINIA,10,1992,124783,83214,41228,249225
VA,40,VIRGINIA,11,1992,103907,102721,34719,241347
WA,73,WASHINGTON,1,1992,88456,112353,73259,274068
WA,73,WASHINGTON,2,1992,87957,109438,68875,266270
WA,73,WASHINGTON,3,1992,82647,104748,61613,249008
WA,73,WASHINGTON,4,1992,87996,71848,45252,205096
WA,73,WASHINGTON,5,1992,90294,99676,56472,246442
WA,73,WASHINGTON,6,1992,77538,106373,60578,244489
WA,73,WASHINGTON,7,1992,54478,191781,45167,291426
WA,73,WASHINGTON,8,1992,92276,102857,72526,267659
WA,73,WASHINGTON,9,1992,69592,93963,58039,221594
WV,56,WEST VIRGINIA,1,1992,86131,113756,45856,245743
WV,56,WEST VIRGINIA,2,1992,90375,104257,36813,231445
WV,56,WEST VIRGINIA,3,1992,65468,112988,26160,204616
WI,25,WISCONSIN,1,1992,94712,109790,62465,266967
WI,25,WISCONSIN,2,1992,94368,149340,52552,296260
WI,25,WISCONSIN,3,1992,90731,120261,67134,278126
WI,25,WISCONSIN,4,1992,108463,116048,59263,283774
WI,25,WISCONSIN,5,1992,76935,142047,32138,251120
WI,25,WISCONSIN,6,1992,114698,97248,69452,281398
WI,25,WISCONSIN,7,1992,93238,117203,67558,277999
WI,25,WISCONSIN,8,1992,115128,101493,69373,285994
WI,25,WISCONSIN,9,1992,142582,88176,64544,295302
WY,68,WYOMING,1,1992,79347,68160,51263,198770
AL,41,ALABAMA,1,1996,113202,84184,16481,213867
AL,41,ALABAMA,2,1996,122099,81520,14375,217994
AL,41,ALABAMA,3,1996,98289,88511,14779,201579
AL,41,ALABAMA,4,1996,101876,92031,19228,213135
AL,41,ALABAMA,5,1996,111416,98006,19932,229354
AL,41,ALABAMA,6,1996,174869,72062,12462,259393
AL,41,ALABAMA,7,1996,47269,145845,5881,198995
AK,81,ALASKA,1,1996,122746,80380,38494,241620
AZ,61,ARIZONA,1,1996,109426,108063,19687,237176
AZ,61,ARIZONA,2,1996,35843,81502,10702,128047
AZ,61,ARIZONA,3,1996,131364,113614,30706,275684
AZ,61,ARIZONA,4,1996,115043,103916,19137,238096
AZ,61,ARIZONA,5,1996,116917,126192,24323,267432
AZ,61,ARIZONA,6,1996,113477,120000,24490,257967
AR,42,ARKANSAS,1,1996,65707,116634,19257,201598
AR,42,ARKANSAS,2,1996,83218,124545,17978,225741
AR,42,ARKANSAS,3,1996,110457,107096,27405,244958
AR,42,ARKANSAS,4,1996,66034,126896,19035,211965
CA,71,CALIFORNIA,1,1996,83669,113861,38719,236249
CA,71,CALIFORNIA,2,1996,126430,89736,32219,248385
CA,71,CALIFORNIA,3,1996,101651,103507,23779,228937
CA,71,CALIFORNIA,4,1996,145223,107076,31008,283307
CA,71,CALIFORNIA,5,1996,70925,119678,19022,209625
CA,71,CALIFORNIA,6,1996,78166,155513,39630,273309
CA,71,CALIFORNIA,7,1996,50140,131707,19499,201346
CA,71,CALIFORNIA,8,1996,31282,165795,27957,225034
CA,71,CALIFORNIA,9,1996,26321,156998,25775,209094
CA,71,CALIFORNIA,10,1996,122296,138386,26305,286987
CA,71,CALIFORNIA,11,1996,84303,85117,16560,185980
CA,71,CALIFORNIA,12,1996,58260,141084,22285,221629
CA,71,CALIFORNIA,13,1996,51084,115633,18928,185645
CA,71,CALIFORNIA,14,1996,73302,137561,27132,237995
CA,71,CALIFORNIA,15,1996,83846,125438,28661,237945
CA,71,CALIFORNIA,16,1996,43257,91786,14854,149897
CA,71,CALIFORNIA,17,1996,64178,109941,24815,198934
CA,71,CALIFORNIA,18,1996,76217,77560,15631,169408
CA,71,CALIFORNIA,19,1996,111666,85744,17311,214721
CA,71,CALIFORNIA,20,1996,48446,62164,8171,118781
CA,71,CALIFORNIA,21,1996,109344,66492,18513,194349
CA,71,CALIFORNIA,22,1996,108722,108208,28967,245897
CA,71,CALIFORNIA,23,1996,85508,93046,25982,204536
CA,71,CALIFORNIA,24,1996,83412,117724,24219,225355
CA,71,CALIFORNIA,25,1996,97002,84212,24095,205309
CA,71,CALIFORNIA,26,1996,27129,71416,11080,109625
CA,71,CALIFORNIA,27,1996,81282,98348,20864,200494
CA,71,CALIFORNIA,28,1996,86358,88709,20656,195723
CA,71,CALIFORNIA,29,1996,53354,150771,22641,226766
CA,71,CALIFORNIA,30,1996,17053,61114,7878,86045
CA,71,CALIFORNIA,31,1996,27736,70288,9511,107535
CA,71,CALIFORNIA,32,1996,19348,130394,10618,160360
CA,71,CALIFORNIA,33,1996,8538,48636,3837,61011
CA,71,CALIFORNIA,34,1996,39277,91603,13326,144206
CA,71,CALIFORNIA,35,1996,12063,92773,5856,110692
CA,71,CALIFORNIA,36,1996,96872,109244,27885,234001
CA,71,CALIFORNIA,37,1996,13874,88877,6328,109079
CA,71,CALIFORNIA,38,1996,62053,91673,19782,173508
CA,71,CALIFORNIA,39,1996,97247,83246,20750,201243
CA,71,CALIFORNIA,40,1996,94916,73316,26186,194418
CA,71,CALIFORNIA,41,1996,76867,71393,16739,164999
CA,71,CALIFORNIA,42,1996,51106,76745,15671,143522
CA,71,CALIFORNIA,43,1996,82940,78384,21093,182417
CA,71,CALIFORNIA,44,1996,86414,85397,21744,193555
CA,71,CALIFORNIA,45,1996,108240,81299,24803,214342
CA,71,CALIFORNIA,46,1996,42780,51330,10838,104948
CA,71,CALIFORNIA,47,1996,137024,91916,24886,253826
CA,71,CALIFORNIA,48,1996,132545,80646,25193,238384
CA,71,CALIFORNIA,49,1996,91478,110920,24598,226996
CA,71,CALIFORNIA,50,1996,42730,78881,10529,132140
CA,71,CALIFORNIA,51,1996,130459,97128,24881,252468
CA,71,CALIFORNIA,52,1996,94035,81401,22188,197624
CO,62,COLORADO,1,1996,66855,132549,17972,217376
CO,62,COLORADO,2,1996,103192,128077,29490,260759
CO,62,COLORADO,3,1996,120627,115665,32202,268494
CO,62,COLORADO,4,1996,122530,102620,25410,250560
CO,62,COLORADO,5,1996,160364,89464,22606,272434
CO,62,COLORADO,6,1996,118281,102778,20026,241085
CT,1,CONNECTICUT,1,1996,68483,136775,26066,231324
CT,1,CONNECTICUT,2,1996,73863,123595,36781,234239
CT,1,CONNECTICUT,3,1996,71009,129756,28447,229212
CT,1,CONNECTICUT,4,1996,88181,113411,20180,221772
CT,1,CONNECTICUT,5,1996,92570,110596,28959,232125
CT,1,CONNECTICUT,6,1996,89003,121607,33327,243937
DE,11,DELAWARE,1,1996,99062,140355,31393,270810
FL,43,FLORIDA,1,1996,146749,77127,25734,249610
FL,43,FLORIDA,2,1996,98857,114189,27220,240266
FL,43,FLORIDA,3,1996,54075,102516,14877,171468
FL,43,FLORIDA,4,1996,149985,98263,20916,269164
FL,43,FLORIDA,5,1996,98641,133426,36542,268609
FL,43,FLORIDA,6,1996,126012,96943,28904,251859
FL,43,FLORIDA,7,1996,108978,101397,20883,231258
FL,43,FLORIDA,8,1996,101006,91121,19249,211376
FL,43,FLORIDA,9,1996,122308,121675,29322,273305
FL,43,FLORIDA,10,1996,89829,120612,25073,235514
FL,43,FLORIDA,11,1996,75165,98154,16356,189675
FL,43,FLORIDA,12,1996,94161,87969,21311,203441
FL,43,FLORIDA,13,1996,129808,120414,31052,281274
FL,43,FLORIDA,14,1996,144132,107508,31716,283356
FL,43,FLORIDA,15,1996,126513,112044,36512,275069
FL,43,FLORIDA,16,1996,119033,133029,30888,282950
FL,43,FLORIDA,17,1996,16827,115764,4233,136824
FL,43,FLORIDA,18,1996,85998,71654,8411,166063
FL,43,FLORIDA,19,1996,81341,189787,21684,292812
FL,43,FLORIDA,20,1996,78704,148297,24704,251705
FL,43,FLORIDA,21,1996,82413,72892,8324,163629
FL,43,FLORIDA,22,1996,86653,124685,18731,230069
FL,43,FLORIDA,23,1996,26158,106540,9609,142307
GA,44,GEORGIA,1,1996,87895,81804,12424,182123
GA,44,GEORGIA,2,1996,72934,82429,12074,167437
GA,44,GEORGIA,3,1996,104247,88260,14925,207432
GA,44,GEORGIA,4,1996,69824,141017,10665,221506
GA,44,GEORGIA,5,1996,41385,134248,6657,182290
GA,44,GEORGIA,6,1996,184970,100584,18713,304267
GA,44,GEORGIA,7,1996,99967,77659,18320,195946
GA,44,GEORGIA,8,1996,85224,90662,15296,191182
GA,44,GEORGIA,9,1996,115861,74125,22382,212368
GA,44,GEORGIA,10,1996,90213,94968,12355,197536
GA,44,GEORGIA,11,1996,128320,88092,20396,236808
HI,82,HAWAII,1,1996,58432,98410,16131,172973
HI,82,HAWAII,2,1996,55511,106602,25034,187147
ID,63,IDAHO,1,1996,134783,91297,37272,263352
ID,63,IDAHO,2,1996,121812,74146,32401,228359
IL,21,ILLINOIS,1,1996,22912,179744,7995,210651
IL,21,ILLINOIS,2,1996,22204,170821,7872,200897
IL,21,ILLINOIS,3,1996,78853,114089,21092,214034
IL,21,ILLINOIS,4,1996,14669,82239,6272,103180
IL,21,ILLINOIS,5,1996,56519,120097,14669,191285
IL,21,ILLINOIS,6,1996,105797,93359,20610,219766
IL,21,ILLINOIS,7,1996,25764,152647,6870,185281
IL,21,ILLINOIS,8,1996,105742,86907,21124,213773
IL,21,ILLINOIS,9,1996,52263,139166,11711,203140
IL,21,ILLINOIS,10,1996,97434,112105,15169,224708
IL,21,ILLINOIS,11,1996,83644,112106,24596,220346
IL,21,ILLINOIS,12,1996,72612,120321,21978,214911
IL,21,ILLINOIS,13,1996,126596,104714,23553,254863
IL,21,ILLINOIS,14,1996,103773,89939,24304,218016
IL,21,ILLINOIS,15,1996,98925,100017,21606,220548
IL,21,ILLINOIS,16,1996,111639,99397,26395,237431
IL,21,ILLINOIS,17,1996,89452,119907,24642,234001
IL,21,ILLINOIS,18,1996,118444,112588,22571,253603
IL,21,ILLINOIS,19,1996,97862,113685,30243,241790
IL,21,ILLINOIS,20,1996,101844,117896,28532,248272
IN,22,INDIANA,1,1996,62595,116355,20635,199585
IN,22,INDIANA,2,1996,97406,89038,27940,214384
IN,22,INDIANA,3,1996,91427,86715,21845,199987
IN,22,INDIANA,4,1996,110538,75185,21508,207231
IN,22,INDIANA,5,1996,105906,78270,29088,213264
IN,22,INDIANA,6,1996,168010,74997,24394,267401
IN,22,INDIANA,7,1996,111832,75428,27440,214700
